SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1584 48th Ave Unit A,San Francisco,CA,94122,895000,1,1.0,San Francisco,739,2675,1973,1,1211,200,Active,,,http://www.redfin.com/CA/San-Francisco/1584-48th-Ave-94122/unit-A/home/175131708,San Francisco MLS,421548664,N,Y,37.7569033,-122.507582
MLS Listing,,Single Family Residential,1461 Kansas St,San Francisco,CA,94107,1095000,2,1.0,San Francisco,946,2500,,1,1158,,Active,,,http://www.redfin.com/CA/San-Francisco/1461-Kansas-St-94107/home/738988,San Francisco MLS,421547622,N,Y,37.751169,-122.401927
MLS Listing,,Multi-Family (2-4 Unit),1527 - 1529 12th Ave,San Francisco,CA,94122,1798000,6,2.5,San Francisco,2400,2996,1946,2,749,,Active,,,http://www.redfin.com/CA/San-Francisco/1527-12th-Ave-94122/home/1595972,San Francisco MLS,421547307,N,Y,37.7596008,-122.469552
MLS Listing,,Condo/Co-op,250 King St #1214,San Francisco,CA,94107,869000,1,1.0,San Francisco,962,213232,2004,7,903,862,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-1214/home/12401997,San Francisco MLS,421545142,N,Y,37.7781222,-122.3932903
MLS Listing,,Single Family Residential,2037 14th Ave,SAN FRANCISCO,CA,94116,1399000,2,1.0,SAN FRANCISCO,1075,2068,1947,8,1301,,Active,,,http://www.redfin.com/CA/San-Francisco/2037-14th-Ave-94116/home/649465,MLSListings,ML81842407,N,Y,37.7500531,-122.4711598
MLS Listing,,Single Family Residential,1403 Hudson Ave,San Francisco,CA,94124,1998000,4,2.5,San Francisco,3282,3424,2007,8,609,,Active,,,http://www.redfin.com/CA/San-Francisco/1403-Hudson-Ave-94124/home/21967406,San Francisco MLS,421543439,N,Y,37.737751,-122.384753
MLS Listing,,Condo/Co-op,388 Fulton St #405,SAN FRANCISCO,CA,94102,898000,2,1.0,SAN FRANCISCO,720,,2016,9,1247,639,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-405/home/105419644,MLSListings,ML81842102,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,875000,2,1.0,San Francisco,975,3828,1900,10,897,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
MLS Listing,,Single Family Residential,4353 17th St,San Francisco,CA,94114,899000,1,1.0,San Francisco,685,1123,1909,10,1312,,Active,,,http://www.redfin.com/CA/San-Francisco/4353-17th-St-94114/home/1299551,San Francisco MLS,421544792,N,Y,37.7619358,-122.4417445
MLS Listing,,Condo/Co-op,1268 Dolores St,SAN FRANCISCO,CA,94110,1389000,2,2.0,SAN FRANCISCO,1267,2473,2012,12,1096,232,Active,,,http://www.redfin.com/CA/San-Francisco/1268-Dolores-St-94110/home/40454946,MLSListings,ML81841792,N,Y,37.7490964,-122.4252083
MLS Listing,,Multi-Family (2-4 Unit),82 Landers St,San Francisco,CA,94114,2395000,3,3.0,San Francisco,2117,3125,1903,46,1131,,Active,,,http://www.redfin.com/CA/San-Francisco/82-Landers-St-94114/home/1093547,San Francisco MLS,421532622,N,Y,37.7665349,-122.4280219
MLS Listing,,Single Family Residential,542 Rhode Island St,San Francisco,CA,94107,2398000,3,2.0,San Francisco,,2500,1938,48,,,Active,,,http://www.redfin.com/CA/San-Francisco/542-Rhode-Island-St-94107/home/727244,San Francisco MLS,421531300,N,Y,37.7628828,-122.4026251
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,83,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7253452,-122.3948096
MLS Listing,,Condo/Co-op,855 Folsom St #510,San Francisco,CA,94107,930000,1,1.5,San Francisco,1030,55687,2001,86,903,722,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-510/home/12398153,San Francisco MLS,421520348,N,Y,37.7808956,-122.4019503
Redfin Data,,Condo/Co-op,2189 Market St #7,San Francisco,CA,94114,975000,2,1.0,San Francisco,770,,2002,3,1266,611,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/2189-Market-St-94114/unit-7/home/1528790,Coming Soon,70745,N,Y,37.7658753,-122.4306438
MLS Listing,,Condo/Co-op,1621 Dolores St,San Francisco,CA,94110,1149000,2,1.0,San Francisco,1234,2187,1905,1,931,400,Active,,,http://www.redfin.com/CA/San-Francisco/1621-Dolores-St-94110/home/848498,San Francisco MLS,421548783,N,Y,37.743457,-122.423987
MLS Listing,,Condo/Co-op,960 Wisconsin St,San Francisco,CA,94107,1349000,2,2.0,San Francisco,1071,2511,1914,1,1260,350,Active,,,http://www.redfin.com/CA/San-Francisco/960-Wisconsin-St-94107/home/12277299,San Francisco MLS,421548648,N,Y,37.7552842,-122.3989964
MLS Listing,,Condo/Co-op,255 Berry St #413,San Francisco,CA,94158,1150000,2,2.0,San Francisco,1050,42959,2004,1,1095,848,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-413/home/959470,San Francisco MLS,421547975,N,Y,37.7743869,-122.3947812
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 5C,San Francisco,CA,94102,899000,2,1.0,San Francisco,834,,2021,1,1078,613,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-5C/home/175126440,San Francisco MLS,421548370,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,300 3rd St #311,San Francisco,CA,94107,979000,1,1.0,San Francisco,1000,48941,1990,1,979,766,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-311/home/945721,San Francisco MLS,421544186,N,Y,37.7835658,-122.3989483
MLS Listing,,Single Family Residential,109 Los Palmos Dr,San Francisco,CA,94127,1375000,3,2.0,San Francisco,1475,2909,,1,932,,Active,,,http://www.redfin.com/CA/San-Francisco/109-Los-Palmos-Dr-94127/home/1911400,San Francisco MLS,421548324,N,Y,37.7354229,-122.4479826
MLS Listing,,Condo/Co-op,1800 Washington St #219,San Francisco,CA,94109,1299000,2,2.0,San Francisco,800,38432,,1,1624,829,Active,,,http://www.redfin.com/CA/San-Francisco/1800-Washington-St-94109/unit-219/home/851430,San Francisco MLS,421544110,N,Y,37.7932007,-122.4233328
MLS Listing,,Condo/Co-op,746 - 748 Clipper St #748,San Francisco,CA,94114,1549000,3,2.5,San Francisco,1938,2463,1976,1,799,247,Active,,,http://www.redfin.com/CA/San-Francisco/746-Clipper-St-94114/unit-748/home/175123561,San Francisco MLS,421548663,N,Y,37.748813,-122.441448
MLS Listing,,Single Family Residential,292 Gold Mine Dr,San Francisco,CA,94131,1495000,4,3.0,San Francisco,2666,3449,1968,1,561,,Active,,,http://www.redfin.com/CA/San-Francisco/292-Gold-Mine-Dr-94131/home/968209,San Francisco MLS,421548092,N,Y,37.7406702,-122.4388721
MLS Listing,,Single Family Residential,512 Brussels St,San Francisco,CA,94134,1099000,3,2.0,San Francisco,1788,2250,1953,1,615,,Active,,,http://www.redfin.com/CA/San-Francisco/512-Brussels-St-94134/home/1981592,San Francisco MLS,421548149,N,Y,37.7256388,-122.4052136
MLS Listing,,Single Family Residential,6524 Fulton St,San Francisco,CA,94121,1598000,5,3.0,San Francisco,2055,2500,1923,1,778,,Active,,,http://www.redfin.com/CA/San-Francisco/6524-Fulton-St-94121/home/1500154,San Francisco MLS,421539987,N,Y,37.7719719,-122.5018615
MLS Listing,,Single Family Residential,275 Santa Rosa Ave,San Francisco,CA,94112,1860000,5,5.0,San Francisco,2269,4373,1911,1,820,,Active,,,http://www.redfin.com/CA/San-Francisco/275-Santa-Rosa-Ave-94112/home/1980767,San Francisco MLS,421548419,N,Y,37.728414,-122.4397182
MLS Listing,,Single Family Residential,875 North Point St,San Francisco,CA,94109,2995000,3,1.0,San Francisco,,3436,1927,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/875-N-Point-St-94109/home/537436,San Francisco MLS,421547082,N,Y,37.8054187,-122.4215504
MLS Listing,,Condo/Co-op,1450 Greenwich St #103,San Francisco,CA,94109,1195000,1,1.0,San Francisco,900,9273,1928,1,1328,764,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Greenwich-St-94109/unit-103/home/1059493,San Francisco MLS,421548600,N,Y,37.800756,-122.423558
MLS Listing,,Condo/Co-op,1180 Eddy St Unit B,San Francisco,CA,94109,849999,2,2.0,San Francisco,816,2575,1992,1,1042,398,Active,,,http://www.redfin.com/CA/San-Francisco/1180-Eddy-St-94109/unit-B/home/1926432,San Francisco MLS,421548574,N,Y,37.7822647,-122.4270935
MLS Listing,,Condo/Co-op,895 Hayes St,San Francisco,CA,94117,1795000,3,2.5,San Francisco,2059,1575,2009,1,872,330,Active,,,http://www.redfin.com/CA/San-Francisco/895-Hayes-St-94117/home/21516752,San Francisco MLS,421548297,N,Y,37.7757911,-122.4310029
MLS Listing,,Condo/Co-op,1688 Pine St Unit W1108,San Francisco,CA,94109,1475000,2,2.0,San Francisco,1068,35482,2016,1,1381,803,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W1108/home/96414596,San Francisco MLS,421545254,N,Y,37.7895497,-122.4233697
MLS Listing,,Multi-Family (2-4 Unit),1550 - 1552 Hampshire St,San Francisco,CA,94110,1949000,3,,San Francisco,2575,,1903,1,757,,Active,,,http://www.redfin.com/CA/San-Francisco/1550-Hampshire-St-94110/home/1695764,San Francisco MLS,421545196,N,Y,37.7480543,-122.4065856
MLS Listing,,Condo/Co-op,4543 - A 18th St,San Francisco,CA,94114,1149000,2,1.0,San Francisco,1150,3023,1904,1,999,350,Active,,,http://www.redfin.com/CA/San-Francisco/4543A-18th-St-94114/home/143851492,San Francisco MLS,421547852,N,Y,37.7603757,-122.440349
MLS Listing,,Condo/Co-op,3037 22nd St Unit A,San Francisco,CA,94110,1049000,2,2.0,San Francisco,,1750,2002,1,,391,Active,,,http://www.redfin.com/CA/San-Francisco/3037-22nd-St-94110/unit-A/home/918222,San Francisco MLS,421547822,N,Y,37.7554706,-122.4152029
MLS Listing,,Single Family Residential,130 Maywood Dr,San Francisco,CA,94127,1685000,4,2.5,San Francisco,2572,3192,1937,1,655,,Active,,,http://www.redfin.com/CA/San-Francisco/130-Maywood-Dr-94127/home/954907,San Francisco MLS,421548017,N,Y,37.7342436,-122.462536
MLS Listing,,Single Family Residential,828 Niagara Ave,San Francisco,CA,94112,759000,3,2.0,San Francisco,1455,2156,1925,1,522,,Active,,,http://www.redfin.com/CA/San-Francisco/828-Niagara-Ave-94112/home/1046365,San Francisco MLS,421544699,N,Y,37.7211672,-122.4513017
MLS Listing,,Single Family Residential,582 40th Ave,San Francisco,CA,94121,1499000,3,2.0,San Francisco,1225,2060,1924,1,1224,,Active,,,http://www.redfin.com/CA/San-Francisco/582-40th-Ave-94121/home/1920983,San Francisco MLS,421548496,N,Y,37.777796,-122.5004312
MLS Listing,,Single Family Residential,381 Holyoke St,San Francisco,CA,94134,1095000,4,2.5,San Francisco,1945,1750,1936,1,563,,Active,,,http://www.redfin.com/CA/San-Francisco/381-Holyoke-St-94134/home/1282745,San Francisco MLS,421547775,N,Y,37.726577,-122.408422
MLS Listing,,Single Family Residential,2550 22nd Ave,San Francisco,CA,94116,1995000,4,2.5,San Francisco,2484,3598,1926,1,803,,Active,,,http://www.redfin.com/CA/San-Francisco/2550-22nd-Ave-94116/home/1111674,San Francisco MLS,421529868,N,Y,37.7400997,-122.4784563
MLS Listing,,Condo/Co-op,2829 25th St #3,San Francisco,CA,94110,1649000,3,2.5,San Francisco,1464,,1900,1,1126,522,Active,,,http://www.redfin.com/CA/San-Francisco/2829-25th-St-94110/unit-3/home/173284075,San Francisco MLS,421547831,N,Y,37.7510579,-122.4067261
MLS Listing,,Condo/Co-op,177 Townsend St #436,San Francisco,CA,94107,849000,1,1.0,San Francisco,755,42969,2007,1,1125,732,Active,,,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-436/home/17304699,San Francisco MLS,421544209,N,Y,37.7791526,-122.3919931
MLS Listing,,Single Family Residential,3321 Pierce St,San Francisco,CA,94123,3195000,3,3.0,San Francisco,2789,2500,1924,1,1146,,Active,,,http://www.redfin.com/CA/San-Francisco/3321-Pierce-St-94123/home/559929,BAREIS,421540261,N,Y,37.8007336,-122.4397569
MLS Listing,,Single Family Residential,651 Noe St,San Francisco,CA,94114,1795000,3,2.0,San Francisco,1691,2395,1906,1,1062,,Active,,,http://www.redfin.com/CA/San-Francisco/651-Noe-St-94114/home/711038,San Francisco MLS,421545629,N,Y,37.758437,-122.43227
MLS Listing,,Condo/Co-op,601 Van Ness Ave #51,San Francisco,CA,94102,849000,2,2.0,San Francisco,1037,105806,1982,1,819,1130,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-51/home/1804311,San Francisco MLS,421548433,N,Y,37.7813653,-122.4215253
MLS Listing,,Condo/Co-op,110 Channel St #626,San Francisco,CA,94158,1088000,1,1.0,San Francisco,835,49773,2018,1,1303,852,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-626/home/167383041,San Francisco MLS,421538144,N,Y,37.7751436,-122.3906212
MLS Listing,,Condo/Co-op,1688 Pine St Unit WPH01,San Francisco,CA,94109,2499000,2,2.5,San Francisco,1427,35482,2016,1,1751,856,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-WPH01/home/102902602,San Francisco MLS,421547781,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,1470 Golden Gate Ave #4,San Francisco,CA,94115,1198000,2,2.0,San Francisco,1276,5500,1988,1,939,350,Active,,,http://www.redfin.com/CA/San-Francisco/1470-Golden-Gate-Ave-94115/unit-4/home/148070671,San Francisco MLS,421548214,N,Y,37.7794012,-122.4347523
MLS Listing,,Condo/Co-op,152 Lombard St #401,San Francisco,CA,94111,999995,2,2.0,San Francisco,1112,,,1,899,1122,Active,,,http://www.redfin.com/CA/San-Francisco/152-Lombard-St-94111/unit-401/home/541541,San Francisco MLS,421547637,N,Y,37.80445,-122.404178
MLS Listing,,Single Family Residential,80 Molimo Dr,San Francisco,CA,94127,1095000,2,1.0,San Francisco,1000,2635,,1,1095,,Active,,,http://www.redfin.com/CA/San-Francisco/80-Molimo-Dr-94127/home/1750574,San Francisco MLS,421548009,N,Y,37.7372789,-122.4473096
MLS Listing,,Single Family Residential,2049 15th Ave,SAN FRANCISCO,CA,94116,1888888,3,1.0,SAN FRANCISCO,1890,3953,1939,1,999,,Active,,,http://www.redfin.com/CA/San-Francisco/2049-15th-Ave-94116/home/649513,MLSListings,ML81843655,N,Y,37.7497671,-122.4720885
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #503,San Francisco,CA,94109,950000,1,1.0,San Francisco,989,25240,1920,1,961,899,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-503/home/1942355,San Francisco MLS,421548072,N,Y,37.7850997,-122.4205869
MLS Listing,,Single Family Residential,55 San Fernando Way,San Francisco,CA,94127,3925000,5,4.5,San Francisco,3670,5000,1920,1,1069,197,Active,,,http://www.redfin.com/CA/San-Francisco/55-San-Fernando-Way-94127/home/1662081,San Francisco MLS,421546138,N,Y,37.7354564,-122.4694793
MLS Listing,,Condo/Co-op,1747 - 1749 Dolores,San Francisco,CA,94110,3144000,5,5.5,San Francisco,3155,1729,,1,997,400,Active,,,http://www.redfin.com/CA/San-Francisco/1747-Dolores-St-94110/home/1856895,San Francisco MLS,421548344,N,Y,37.7416941,-122.4239191
MLS Listing,,Single Family Residential,257 Pacheco,San Francisco,CA,94116,1998000,3,1.5,San Francisco,2275,2610,,1,878,,Active,,,http://www.redfin.com/CA/San-Francisco/257-Pacheco-St-94116/home/1421474,San Francisco MLS,421533137,N,Y,37.7470482,-122.4621822
MLS Listing,,Condo/Co-op,631 Ofarrell St #910,San Francisco,CA,94109,469000,0,1.0,San Francisco,520,,1930,1,902,609,Active,,,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-910/home/1049422,San Francisco MLS,421548345,N,Y,37.7852037,-122.4151808
MLS Listing,,Condo/Co-op,74 Levant St,San Francisco,CA,94114,1250000,3,2.0,San Francisco,2019,2981,1981,1,619,,Active,,,http://www.redfin.com/CA/San-Francisco/74-Levant-St-94114/unit-74/home/1517516,San Francisco MLS,421542708,N,Y,37.763794,-122.442271
MLS Listing,,Condo/Co-op,1080 Sutter St #403,San Francisco,CA,94109,940000,2,1.0,San Francisco,750,7000,2014,1,1253,736,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-403/home/69054922,San Francisco MLS,421543515,N,Y,37.788251,-122.418101
MLS Listing,,Condo/Co-op,45 Bartlett St #807,San Francisco,CA,94110,1439000,2,2.0,San Francisco,1007,23803,2014,1,1429,751,Active,,,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-807/home/109278537,San Francisco MLS,421547083,N,Y,37.7558162,-122.4197494
MLS Listing,,Townhouse,2779 Folsom St #2,San Francisco,CA,94110,2395000,3,3.5,San Francisco,2206,8260,,1,1086,701,Active,,,http://www.redfin.com/CA/San-Francisco/2779-Folsom-St-94110/unit-2/home/175117934,San Francisco MLS,421544970,N,Y,37.752965,-122.413713
MLS Listing,,Condo/Co-op,20 Belvedere St,San Francisco,CA,94117,1195000,3,1.5,San Francisco,1474,1881,1910,1,811,250,Active,,,http://www.redfin.com/CA/San-Francisco/20-Belvedere-St-94117/home/110052380,San Francisco MLS,421548315,N,Y,37.769361,-122.44934
MLS Listing,,Condo/Co-op,2250 24th St #129,San Francisco,CA,94107,799000,2,2.0,San Francisco,1028,,1989,1,777,628,Active,,,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-129/home/737425,San Francisco MLS,421526244,N,Y,37.7533831,-122.4021236
MLS Listing,,Single Family Residential,289 Douglass St,San Francisco,CA,94114,2349000,4,2.5,San Francisco,2275,1990,1914,1,1033,,Active,,,http://www.redfin.com/CA/San-Francisco/289-Douglass-St-94114/home/677393,San Francisco MLS,421547972,N,Y,37.7593035,-122.4390095
MLS Listing,,Condo/Co-op,589 Sanchez St,San Francisco,CA,94114,1495000,3,2.0,San Francisco,2015,2500,1907,1,742,418,Active,,,http://www.redfin.com/CA/San-Francisco/589-Sanchez-St-94114/home/28939109,San Francisco MLS,421547361,N,Y,37.759775,-122.430125
MLS Listing,,Single Family Residential,1913 Vallejo St,San Francisco,CA,94123,3795000,3,3.5,San Francisco,2500,2712,1997,1,1518,,Active,,,http://www.redfin.com/CA/San-Francisco/1913-Vallejo-St-94123/home/12354354,San Francisco MLS,421547947,N,Y,37.795818,-122.4293005
MLS Listing,,Condo/Co-op,107 19th Ave,San Francisco,CA,94121,1295000,2,2.0,San Francisco,1125,3250,1921,1,1151,250,Active,,,http://www.redfin.com/CA/San-Francisco/107-19th-Ave-94121/home/12277118,San Francisco MLS,421547974,N,Y,37.7857907,-122.4788961
MLS Listing,,Condo/Co-op,520 Natoma St #11,San Francisco,CA,94103,369000,0,1.0,San Francisco,347,2614,1911,1,1063,404,Active,,,http://www.redfin.com/CA/San-Francisco/520-Natoma-St-94103/unit-11/home/172079691,San Francisco MLS,421533512,N,Y,37.779856,-122.4083003
MLS Listing,,Condo/Co-op,888 San Jose Ave,San Francisco,CA,94110,949000,2,2.0,San Francisco,1040,1729,,1,913,200,Active,,,http://www.redfin.com/CA/San-Francisco/888-San-Jose-Ave-94110/home/175117257,San Francisco MLS,421548247,N,Y,37.7413342,-122.4239474
MLS Listing,,Condo/Co-op,1749 Dolores St,San Francisco,CA,94110,2195000,3,3.5,San Francisco,2115,1729,1910,1,1038,400,Active,,,http://www.redfin.com/CA/San-Francisco/1749-Dolores-St-94110/home/1972031,San Francisco MLS,421545135,N,Y,37.7416332,-122.4238749
MLS Listing,,Condo/Co-op,3557 23rd St,SAN FRANCISCO,CA,94110,1198000,3,1.0,SAN FRANCISCO,1400,,1910,1,856,1,Active,,,http://www.redfin.com/CA/San-Francisco/3557-23rd-St-94110/home/17305532,MLSListings,ML81843584,N,Y,37.7534124,-122.4225307
MLS Listing,,Single Family Residential,3315 - Pierce West Pierce St,San Francisco,CA,94109,2895000,3,3.0,San Francisco,2255,2500,1925,1,1284,,Active,,,http://www.redfin.com/CA/San-Francisco/3315-Pierce-Pierce-St-Unknown/home/175117099,San Francisco MLS,421540918,N,Y,37.7870018,-122.4368478
MLS Listing,,Single Family Residential,547 Sawyer St,SAN FRANCISCO,CA,94134,798000,3,2.0,SAN FRANCISCO,1235,2575,1947,1,646,,Active,,,http://www.redfin.com/CA/San-Francisco/547-Sawyer-St-94134/home/1923048,MLSListings,ML81843566,N,Y,37.7106531,-122.4153246
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #3,San Francisco,CA,94109,2195000,3,3.0,San Francisco,,,,1,,750,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-3/home/1491266,San Francisco MLS,421548108,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #1,San Francisco,CA,94109,2195000,3,3.0,San Francisco,,,,1,,750,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-1/home/1227077,San Francisco MLS,421548107,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #4,San Francisco,CA,94109,2195000,3,3.0,San Francisco,,,,1,,750,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-4/home/1952946,San Francisco MLS,421548106,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #2,San Francisco,CA,94109,2220000,3,3.0,San Francisco,,,,1,,750,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-2/home/901443,San Francisco MLS,421548109,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,2444 Van Ness Ave Ph 6,San Francisco,CA,94109,2395000,3,3.0,San Francisco,,,,1,,750,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-6/home/564137,San Francisco MLS,421548110,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,818 Van Ness Ave #802,San Francisco,CA,94109,1349000,2,2.0,San Francisco,1128,9810,2008,1,1196,708,Active,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-802/home/40138179,San Francisco MLS,421540451,N,Y,37.783203,-122.4205684
MLS Listing,,Condo/Co-op,2444 Van Ness Ave Ph 5,San Francisco,CA,94109,2345000,3,3.0,San Francisco,,,,1,,750,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-5/home/2020810,San Francisco MLS,421548111,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,131 Divisadero St,San Francisco,CA,94117,1695000,2,2.0,San Francisco,1754,9517,1995,1,966,547,Active,,,http://www.redfin.com/CA/San-Francisco/131-Divisadero-St-94117/home/1146273,San Francisco MLS,421548096,N,Y,37.7694943,-122.4368213
MLS Listing,,Single Family Residential,57 Santa Cruz Ave,San Francisco,CA,94112,949999,2,2.0,Ingleside Terr,975,2352,1952,1,974,,Active,,,http://www.redfin.com/CA/San-Francisco/57-Santa-Cruz-Ave-94112/home/1105517,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40949598,N,Y,37.708733,-122.4655444
MLS Listing,,Condo/Co-op,188 27th St,San Francisco,CA,94110,1049000,2,1.0,San Francisco,1193,,1908,1,879,,Active,,,http://www.redfin.com/CA/San-Francisco/188-27th-St-94110/unit-188/home/164675816,BAREIS,421547317,N,Y,37.7472248,-122.4242849
MLS Listing,,Condo/Co-op,1650 Jackson St #807,San Francisco,CA,94109,899000,1,1.0,San Francisco,845,14631,1991,1,1064,879,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-807/home/566475,San Francisco MLS,421547308,N,Y,37.7942661,-122.42226
MLS Listing,,Condo/Co-op,361 24th Ave #1,San Francisco,CA,94121,899950,2,1.0,San Francisco,800,3000,1992,1,1125,150,Active,,,http://www.redfin.com/CA/San-Francisco/361-24th-Ave-94121/unit-1/home/1484389,San Francisco MLS,421542206,N,Y,37.7827391,-122.4841605
MLS Listing,,Single Family Residential,3318 Quintara St,San Francisco,CA,94116,1095000,3,3.0,San Francisco,1350,1873,1947,1,811,,Active,,,http://www.redfin.com/CA/San-Francisco/3318-Quintara-St-94116/home/1211308,San Francisco MLS,421547144,N,Y,37.7477405,-122.5011866
MLS Listing,,Single Family Residential,1914 Funston Ave,SAN FRANCISCO,CA,94116,1988000,4,3.0,SAN FRANCISCO,2127,3223,1949,1,935,,Active,,,http://www.redfin.com/CA/San-Francisco/1914-Funston-Ave-94116/home/1436889,MLSListings,ML81843498,N,Y,37.75238,-122.469465
MLS Listing,,Single Family Residential,2282 44th Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,1284,2060,1941,1,853,,Active,,,http://www.redfin.com/CA/San-Francisco/2282-44th-Ave-94116/home/1299152,San Francisco MLS,421540457,N,Y,37.7441051,-122.5024285
MLS Listing,,Condo/Co-op,858 Capp St #2,San Francisco,CA,94110,1199000,2,2.0,San Francisco,1015,,2021,1,1181,432,Active,,,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-2/home/175116001,San Francisco MLS,421546345,N,Y,37.7529271,-122.4176769
MLS Listing,,Condo/Co-op,858 Capp St #5,San Francisco,CA,94110,1699000,2,2.0,San Francisco,1343,,2021,1,1265,470,Active,,,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-5/home/175116000,San Francisco MLS,421545163,N,Y,37.7529271,-122.4176769
MLS Listing,,Single Family Residential,175 Granada Ave,San Francisco,CA,94112,1330000,0,2.0,Ingelside,1400,2809,1963,1,950,,Active,,,http://www.redfin.com/CA/San-Francisco/175-Granada-Ave-94112/home/1095995,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40949544,N,Y,37.7213138,-122.4573614
MLS Listing,,Vacant Land,461 29th St,San Francisco,CA,94131,2495000,0,,San Francisco,,2848,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/461-29th-St-94131/home/1105103,San Francisco MLS,421547607,N,Y,37.7433,-122.4302014
MLS Listing,,Condo/Co-op,239 8th St #9,SAN FRANCISCO,CA,94103,1199888,2,2.5,SAN FRANCISCO,1704,,2003,1,704,767,Active,,,http://www.redfin.com/CA/San-Francisco/239-8th-St-94102/unit-9/home/12398550,MLSListings,ML81843462,N,Y,37.7759115,-122.4108595
MLS Listing,,Single Family Residential,76 Amber Dr,San Francisco,CA,94131,1900000,4,2.5,San Francisco,1838,4865,1962,1,1034,,Active,,,http://www.redfin.com/CA/San-Francisco/76-Amber-Dr-94131/home/1027831,San Francisco MLS,421540174,N,Y,37.7463197,-122.4451978
